,conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
12885,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed392b45-1087-44a7-89a9-d514224639ff,skill/competence,cross-sector,conduct mobile marketing,"organise mobile marketing
conduct cell phone marketing
mobile marketing conducting
manage mobile marketing
undertake mobile marketing
carry out mobile marketing
conducting mobile marketing
conduct mobile marketing campaign",,released,2022-07-05T14:38:06.701Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Conduct mobile marketing using a mobile device e.g. tablet or smartphone. Gather personalised information and transfer it to customers in order to promote services or goods.
12886,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed39edd3-44d0-4a16-9796-bfb99f92baf3,knowledge,sector-specific,ICT performance analysis methods,performance analysis techniques,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The methods used to analyse software, ICT system and network performance which provide guidance to root causes of issues within information systems. The methods can analyse resource bottlenecks, application times, wait latencies and benchmarking results."
12894,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed5bbc64-7017-4e2e-b44e-65df88013a84,skill/competence,occupation-specific,analyse information systems,"analyse info systems
review information systems
examine information systems
analysing information systems
analyse information system
analyze information systems
evaluate information systems",,released,2022-07-05T14:38:06.701Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Conduct analyses of information systems such as archives, libraries and documentation centers to verify their effectiveness. Develop specific problem solving techniques in order to improve the performance of the systems."
12904,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,skill/competence,sector-specific,integrate system components,"setup system
assemble system",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Select and use integration techniques and tools to plan and implement integration of hardware and software modules and components in a system.
12909,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eda4d727-4374-49af-ace4-118c7c906835,knowledge,sector-specific,search engine optimisation,"search engine marketing
SEM
Search marketing
search engine optimization",,released,2022-07-05T14:34:46.63Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The marketing approach which promotes webpage presentation by affecting the specific structures of the website which impact its visibility in unpaid search results.
12919,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,knowledge,cross-sector,data science,"data science process
science of data",,released,2023-11-29T16:23:08.607Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The field of study that deals with big amount of data using AI techniques such as machine learning algorithms to predict patterns and obtain useful information to make business decisions.
12924,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edf081e4-d2dc-4a60-8c49-7b7e45b5ebe3,skill/competence,sector-specific,create risk maps,"generate risk maps
design risk maps
develop risk maps",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use data visualisation tools in order to communicate the specific financial risks, their nature and impact for an organisation."
12930,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,knowledge,occupation-specific,ICT environmental policies,ICT environmental guidelines,,released,2024-02-20T14:47:36.133Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The international and organisational policies which deal with the assessment of the environmental impact of innovations and developments in the field of ICT, as well as with methods for reducing negative impact and applying ICT innovations to aid the environment."
12940,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,skill/competence,sector-specific,verify formal ICT specifications,verify formal IT specifications,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Check capabilities, correctness and efficiency of intended algorithm or system to match certain formal specifications."
12944,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee46e1d3-a52c-4113-aab9-38dbc907085d,knowledge,sector-specific,distributed ledger technologies consensus protocols,consensus protocols of distributed ledger technologies,,released,2023-11-29T16:34:02.942Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The knowledge of essential blockchain consensus protocols including Proof-of-Work (PoW), Proof-of-Stake (PoS), Delegated Proof-of-Stake (DPoS), Practical Byzantine Fault Tolerance (pBFT)."
12955,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee6c325b-223e-432f-89c3-a0f135adac9e,skill/competence,cross-sector,create cadastral maps,"produce cadastral cartographical diagrams
make cadastral cartographical diagrams
design cadastral cartographical diagrams
make cadastral maps
draw cadastral maps
produce cadastral maps
draw cadastral cartographical diagrams
design cadastral maps",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create maps using data gathered during surveying and measurement activities and specialised software which outline a region's constructions' and buildings' boundaries.
12961,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee8fee1a-75c1-43fb-b08d-779929f99249,skill/competence,cross-sector,apply control process statistical methods,"apply a control process statistical methodology
apply control process statistical methodology
apply control processing statistical method
utilise control process statistical methods
administer control process statistical methods
employ control process statistical methods
implement control process statistical methods",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Apply statistical methods from Design of Experiments (DOE) and Statistical Process Control (SPC) in order to control manufacturing processes.
12974,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eee58e6d-4587-42f0-b9a0-fe055cfe2044,skill/competence,sector-specific,develop animations,"design animations
develop animated models
design graphics and animation
developing animations
develop an animation",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Design and develop visual animations using creativity and computer skills. Make objects or characters appear lifelike by manipulating light, colour, texture, shadow, and transparency, or manipulating static images to give the illusion of motion."
12975,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eeef9d73-f215-40fb-92cc-6498f13fc3f2,skill/competence,sector-specific,create infrared imagery,"produce infrared imagery
infrared imagery creation
production of infrared imagery
creating infrared imagery
create infrared spectrum imagery
creation of infrared imagery
producing infrared imagery
infrared imagery production",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use an infrared camera to produce imagery displaying the infrared part of the spectrum.
12977,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef0527db-0442-4f05-a150-533b410e1cc1,skill/competence,sector-specific,operate railway control panels,"use rail control panels
utilise control panels to perform railway functions
use railway control panels
perform railway operations using control panels
perform railway functions through use of control panels
operate railroad control panels
utilise railway control panels
conduct railway operations using control panels
use control panels to perform railway functions
operate rail control panels",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Operate various types of railway control panels such as Individual Function Switch (IFS), One Control Switch (OCS) or Entrance Exit (NX)."
12979,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc,knowledge,sector-specific,mobile marketing,"mobile devices marketing
wireless marketing
cell phone marketing
product promotion via mobile devices",,released,2024-03-01T08:55:32.645Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The study of marketing which uses mobile devices as a communication channel. This approach can provide potential customers with personalised information (using location or time context) which promotes products, services or ideas."
13003,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef64005d-75bc-4597-8ed6-717edec5e55e,skill/competence,cross-sector,enhance website visibility,website marketing,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Promote the website to users, business partners and search engines. Optimise the website exposure to search engines, send out emails, determine pricing and policies and conduct marketing actions."
13042,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0010b93-5552-45cb-ad26-168c8168f319,knowledge,sector-specific,Nexpose,Rapid7 Nexpose,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program Nexpose is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company Rapid7."
